#tmax5dt0.001size17latspc8temp0.728
time,temp,KE,PE,total energy
2.514, 0.755507, 378.929, -379.487, -0.557596
2.515, 0.755154, 378.827, -379.385, -0.557596
2.516, 0.754794, 378.723, -379.281, -0.557596
2.517, 0.754425, 378.617, -379.174, -0.557596
2.518, 0.754048, 378.508, -379.065, -0.557596
2.519, 0.753662, 378.396, -378.954, -0.557596
2.52, 0.753267, 378.282, -378.839, -0.557596
2.521, 0.752862, 378.165, -378.722, -0.557596
2.522, 0.752446, 378.045, -378.602, -0.557596
2.523, 0.752019, 377.921, -378.479, -0.557596
2.524, 0.751582, 377.795, -378.352, -0.557596
2.525, 0.751132, 377.665, -378.222, -0.557596
2.526, 0.75067, 377.531, -378.089, -0.557596
2.527, 0.750195, 377.394, -377.952, -0.557597
2.528, 0.749706, 377.253, -377.811, -0.557597
2.529, 0.749205, 377.108, -377.666, -0.557597
2.53, 0.748689, 376.959, -377.517, -0.557597
2.531, 0.74816, 376.806, -377.364, -0.557597
2.532, 0.747617, 376.649, -377.207, -0.557597
2.533, 0.747059, 376.488, -377.046, -0.557597
2.534, 0.746487, 376.323, -376.88, -0.557597
2.535, 0.745901, 376.153, -376.711, -0.557597
2.536, 0.745301, 375.98, -376.538, -0.557597
2.537, 0.744688, 375.803, -376.36, -0.557597
2.538, 0.74406, 375.621, -376.179, -0.557597
2.539, 0.74342, 375.436, -375.994, -0.557597
2.54, 0.742766, 375.247, -375.805, -0.557597
2.541, 0.7421, 375.055, -375.612, -0.557597
2.542, 0.741422, 374.859, -375.416, -0.557597
2.543, 0.740732, 374.659, -375.217, -0.557597
2.544, 0.740031, 374.457, -375.014, -0.557597
2.545, 0.739319, 374.251, -374.809, -0.557597
2.546, 0.738597, 374.042, -374.6, -0.557597
2.547, 0.737865, 373.831, -374.389, -0.557597
2.548, 0.737125, 373.617, -374.175, -0.557597
2.549, 0.736376, 373.4, -373.958, -0.557597
2.55, 0.735618, 373.182, -373.739, -0.557597
2.551, 0.734854, 372.961, -373.518, -0.557597
2.552, 0.734082, 372.738, -373.295, -0.557597
2.553, 0.733305, 372.513, -373.071, -0.557597
2.554, 0.732521, 372.287, -372.844, -0.557597
2.555, 0.731732, 372.059, -372.616, -0.557597
2.556, 0.730939, 371.829, -372.387, -0.557597
2.557, 0.73014, 371.599, -372.156, -0.557597
2.558, 0.729339, 371.367, -371.924, -0.557597
2.559, 0.728533, 371.134, -371.692, -0.557597
2.56, 0.727725, 370.9, -371.458, -0.557597
2.561, 0.726914, 370.666, -371.224, -0.557597
2.562, 0.726101, 370.431, -370.989, -0.557597
2.563, 0.725286, 370.196, -370.753, -0.557597
2.564, 0.72447, 369.96, -370.517, -0.557597
2.565, 0.723652, 369.724, -370.281, -0.557597
2.566, 0.722835, 369.487, -370.045, -0.557597
2.567, 0.722018, 369.251, -369.809, -0.557597
2.568, 0.721201, 369.015, -369.573, -0.557597
2.569, 0.720385, 368.779, -369.337, -0.557597
2.57, 0.719572, 368.544, -369.102, -0.557597
2.571, 0.718761, 368.31, -368.868, -0.557597
2.572, 0.717954, 368.077, -368.634, -0.557597
2.573, 0.717153, 367.845, -368.403, -0.557597
2.574, 0.716357, 367.615, -368.173, -0.557597
2.575, 0.715568, 367.387, -367.945, -0.557597
2.576, 0.714789, 367.162, -367.719, -0.557597
2.577, 0.71402, 366.94, -367.497, -0.557597
2.578, 0.713264, 366.721, -367.279, -0.557597
2.579, 0.712523, 366.507, -367.065, -0.557597
2.58, 0.711799, 366.298, -366.855, -0.557596
2.581, 0.711095, 366.094, -366.652, -0.557596
2.582, 0.710413, 365.897, -366.455, -0.557596
2.583, 0.709756, 365.707, -366.265, -0.557596
2.584, 0.709127, 365.525, -366.083, -0.557596
2.585, 0.708529, 365.352, -365.91, -0.557596
2.586, 0.707965, 365.189, -365.747, -0.557595
2.587, 0.707437, 365.037, -365.594, -0.557595
2.588, 0.70695, 364.896, -365.453, -0.557595
2.589, 0.706505, 364.767, -365.325, -0.557595
2.59, 0.706105, 364.652, -365.209, -0.557595
2.591, 0.705753, 364.55, -365.108, -0.557595
2.592, 0.705451, 364.463, -365.02, -0.557595
2.593, 0.705201, 364.39, -364.948, -0.557595
2.594, 0.705004, 364.333, -364.891, -0.557594
2.595, 0.704862, 364.292, -364.85, -0.557594
2.596, 0.704775, 364.267, -364.825, -0.557594
2.597, 0.704743, 364.258, -364.816, -0.557594
2.598, 0.704768, 364.265, -364.823, -0.557595
2.599, 0.704847, 364.288, -364.846, -0.557595
2.6, 0.704981, 364.327, -364.884, -0.557595
2.601, 0.705167, 364.38, -364.938, -0.557595
2.602, 0.705403, 364.449, -365.007, -0.557595
2.603, 0.705688, 364.531, -365.089, -0.557595
2.604, 0.706019, 364.627, -365.185, -0.557595
2.605, 0.706393, 364.735, -365.293, -0.557596
2.606, 0.706806, 364.855, -365.412, -0.557596
2.607, 0.707256, 364.985, -365.542, -0.557596
2.608, 0.707738, 365.124, -365.682, -0.557596
2.609, 0.70825, 365.272, -365.83, -0.557597
2.61, 0.708788, 365.428, -365.985, -0.557597
2.611, 0.709348, 365.59, -366.147, -0.557597
2.612, 0.709928, 365.757, -366.315, -0.557597
2.613, 0.710523, 365.929, -366.487, -0.557597
2.614, 0.711132, 366.105, -366.663, -0.557598
2.615, 0.711752, 366.284, -366.842, -0.557598
2.616, 0.71238, 366.466, -367.024, -0.557598
2.617, 0.713016, 366.65, -367.207, -0.557598
2.618, 0.713657, 366.835, -367.393, -0.557598
2.619, 0.714303, 367.022, -367.579, -0.557598
2.62, 0.714954, 367.21, -367.768, -0.557598
2.621, 0.71561, 367.399, -367.957, -0.557598
2.622, 0.716271, 367.59, -368.148, -0.557598
2.623, 0.716938, 367.783, -368.341, -0.557598
2.624, 0.717612, 367.978, -368.536, -0.557598
2.625, 0.718296, 368.176, -368.733, -0.557597
2.626, 0.71899, 368.376, -368.934, -0.557597
2.627, 0.719697, 368.58, -369.138, -0.557597
2.628, 0.720419, 368.789, -369.347, -0.557597
2.629, 0.721158, 369.003, -369.56, -0.557597
2.63, 0.721917, 369.222, -369.779, -0.557597
2.631, 0.722696, 369.447, -370.005, -0.557596
2.632, 0.723499, 369.679, -370.236, -0.557596
2.633, 0.724326, 369.918, -370.475, -0.557596
2.634, 0.725178, 370.164, -370.722, -0.557596
2.635, 0.726058, 370.418, -370.976, -0.557596
2.636, 0.726964, 370.68, -371.238, -0.557596
2.637, 0.727898, 370.95, -371.508, -0.557596
2.638, 0.728859, 371.228, -371.785, -0.557596
2.639, 0.729846, 371.513, -372.071, -0.557596
2.64, 0.730857, 371.805, -372.363, -0.557596
2.641, 0.731893, 372.105, -372.662, -0.557596
2.642, 0.73295, 372.41, -372.968, -0.557596
2.643, 0.734026, 372.721, -373.279, -0.557596
2.644, 0.735119, 373.037, -373.595, -0.557596
2.645, 0.736226, 373.357, -373.915, -0.557597
2.646, 0.737345, 373.681, -374.238, -0.557597
2.647, 0.738472, 374.006, -374.564, -0.557597
2.648, 0.739605, 374.334, -374.891, -0.557597
2.649, 0.740739, 374.662, -375.219, -0.557597
2.65, 0.741873, 374.989, -375.547, -0.557597
2.651, 0.743003, 375.316, -375.873, -0.557597
2.652, 0.744126, 375.64, -376.198, -0.557598
2.653, 0.745239, 375.962, -376.52, -0.557598
2.654, 0.746339, 376.28, -376.838, -0.557598
2.655, 0.747425, 376.594, -377.152, -0.557598
2.656, 0.748493, 376.903, -377.46, -0.557598
2.657, 0.749541, 377.206, -377.763, -0.557598
2.658, 0.750568, 377.502, -378.06, -0.557598
2.659, 0.75157, 377.792, -378.35, -0.557598
2.66, 0.752546, 378.074, -378.632, -0.557598
2.661, 0.753495, 378.349, -378.906, -0.557598
2.662, 0.754415, 378.614, -379.172, -0.557598
2.663, 0.755304, 378.871, -379.429, -0.557599
2.664, 0.756161, 379.119, -379.677, -0.557599
2.665, 0.756985, 379.357, -379.915, -0.557599
2.666, 0.757774, 379.585, -380.143, -0.557599
2.667, 0.758528, 379.803, -380.361, -0.557599
2.668, 0.759246, 380.01, -380.568, -0.557599
2.669, 0.759926, 380.207, -380.765, -0.557599
2.67, 0.760567, 380.392, -380.95, -0.557599
2.671, 0.761169, 380.566, -381.124, -0.557599
2.672, 0.761731, 380.729, -381.286, -0.557599
2.673, 0.762252, 380.879, -381.437, -0.557599
2.674, 0.762732, 381.018, -381.576, -0.557599
2.675, 0.76317, 381.145, -381.702, -0.557599
2.676, 0.763564, 381.259, -381.816, -0.557599
2.677, 0.763915, 381.36, -381.918, -0.557599
2.678, 0.764223, 381.449, -382.006, -0.557599
2.679, 0.764486, 381.525, -382.083, -0.557599
2.68, 0.764704, 381.588, -382.146, -0.557599
2.681, 0.764878, 381.638, -382.196, -0.557599
2.682, 0.765007, 381.675, -382.233, -0.557599
2.683, 0.76509, 381.7, -382.257, -0.557599
2.684, 0.76513, 381.711, -382.269, -0.557599
2.685, 0.765124, 381.709, -382.267, -0.557599
2.686, 0.765076, 381.695, -382.253, -0.557599
2.687, 0.764984, 381.669, -382.226, -0.557599
2.688, 0.764849, 381.63, -382.188, -0.557599
2.689, 0.764674, 381.579, -382.137, -0.557599
2.69, 0.764459, 381.517, -382.075, -0.557599
2.691, 0.764206, 381.444, -382.002, -0.557599
2.692, 0.763916, 381.36, -381.918, -0.557598
2.693, 0.763592, 381.266, -381.824, -0.557598
2.694, 0.763236, 381.163, -381.721, -0.557598
2.695, 0.762849, 381.052, -381.609, -0.557598
2.696, 0.762434, 380.932, -381.489, -0.557598
2.697, 0.761995, 380.805, -381.362, -0.557598
2.698, 0.761532, 380.671, -381.228, -0.557598
2.699, 0.761049, 380.531, -381.089, -0.557597
2.7, 0.760549, 380.387, -380.944, -0.557597
2.701, 0.760033, 380.238, -380.795, -0.557597
2.702, 0.759505, 380.085, -380.642, -0.557597
2.703, 0.758965, 379.929, -380.487, -0.557597
2.704, 0.758417, 379.771, -380.328, -0.557597
2.705, 0.757862, 379.61, -380.168, -0.557597
2.706, 0.757301, 379.448, -380.005, -0.557597
2.707, 0.756735, 379.284, -379.842, -0.557597
2.708, 0.756164, 379.119, -379.677, -0.557597
2.709, 0.755589, 378.953, -379.511, -0.557597
2.71, 0.755009, 378.786, -379.343, -0.557597
2.711, 0.754425, 378.617, -379.174, -0.557597
2.712, 0.753833, 378.446, -379.003, -0.557597
2.713, 0.753234, 378.273, -378.83, -0.557597
2.714, 0.752625, 378.097, -378.654, -0.557597
2.715, 0.752005, 377.917, -378.475, -0.557598
2.716, 0.75137, 377.734, -378.292, -0.557598
2.717, 0.750718, 377.546, -378.103, -0.557598
2.718, 0.750047, 377.352, -377.909, -0.557598
2.719, 0.749353, 377.151, -377.709, -0.557598
2.72, 0.748634, 376.944, -377.501, -0.557599
2.721, 0.747888, 376.728, -377.286, -0.557599
2.722, 0.747111, 376.504, -377.061, -0.557599
2.723, 0.746303, 376.27, -376.828, -0.557599
2.724, 0.745459, 376.026, -376.584, -0.557599
2.725, 0.74458, 375.772, -376.33, -0.557599
2.726, 0.743664, 375.507, -376.065, -0.557599
2.727, 0.74271, 375.232, -375.789, -0.5576
2.728, 0.741718, 374.945, -375.503, -0.5576
2.729, 0.740688, 374.648, -375.205, -0.5576
2.73, 0.739623, 374.34, -374.897, -0.557599
2.731, 0.738522, 374.022, -374.579, -0.557599
2.732, 0.737389, 373.694, -374.252, -0.557599
2.733, 0.736226, 373.358, -373.915, -0.557599
2.734, 0.735037, 373.014, -373.572, -0.557599
2.735, 0.733826, 372.664, -373.222, -0.557599
2.736, 0.732596, 372.309, -372.866, -0.557598
2.737, 0.731355, 371.95, -372.507, -0.557598
2.738, 0.730106, 371.589, -372.146, -0.557598
2.739, 0.728856, 371.227, -371.785, -0.557597
2.74, 0.727611, 370.867, -371.425, -0.557597
2.741, 0.726377, 370.511, -371.068, -0.557596
2.742, 0.725161, 370.159, -370.717, -0.557596
2.743, 0.72397, 369.815, -370.372, -0.557596
2.744, 0.722809, 369.479, -370.037, -0.557595
2.745, 0.721685, 369.154, -369.712, -0.557595
2.746, 0.720605, 368.842, -369.4, -0.557595
2.747, 0.719572, 368.543, -369.101, -0.557594
2.748, 0.718592, 368.26, -368.818, -0.557594
2.749, 0.71767, 367.994, -368.551, -0.557594
2.75, 0.716808, 367.744, -368.302, -0.557594
2.751, 0.716009, 367.514, -368.071, -0.557594
2.752, 0.715275, 367.302, -367.859, -0.557594
2.753, 0.714608, 367.109, -367.666, -0.557594
2.754, 0.714005, 366.935, -367.492, -0.557594
2.755, 0.713468, 366.779, -367.337, -0.557594
2.756, 0.712992, 366.642, -367.2, -0.557594
2.757, 0.712577, 366.522, -367.08, -0.557594
2.758, 0.712218, 366.418, -366.976, -0.557595
2.759, 0.711911, 366.33, -366.887, -0.557595
2.76, 0.71165, 366.254, -366.812, -0.557596
2.761, 0.71143, 366.191, -366.749, -0.557596
2.762, 0.711246, 366.138, -366.695, -0.557596
2.763, 0.71109, 366.093, -366.65, -0.557597
2.764, 0.710956, 366.054, -366.612, -0.557597
2.765, 0.710838, 366.02, -366.578, -0.557598
2.766, 0.710729, 365.989, -366.546, -0.557598
2.767, 0.710621, 365.958, -366.516, -0.557599
2.768, 0.71051, 365.926, -366.484, -0.557599
2.769, 0.710389, 365.891, -366.449, -0.557599
2.77, 0.710251, 365.851, -366.409, -0.5576
2.771, 0.710092, 365.806, -366.363, -0.5576
2.772, 0.709908, 365.752, -366.31, -0.5576
2.773, 0.709693, 365.69, -366.248, -0.557601
2.774, 0.709444, 365.618, -366.176, -0.557601
2.775, 0.709158, 365.536, -366.093, -0.557601
2.776, 0.708833, 365.442, -365.999, -0.557601
2.777, 0.708467, 365.336, -365.894, -0.557601
2.778, 0.708059, 365.218, -365.776, -0.557601
2.779, 0.707609, 365.088, -365.646, -0.557601
2.78, 0.707116, 364.946, -365.503, -0.557601
2.781, 0.706584, 364.792, -365.349, -0.557601
2.782, 0.706012, 364.627, -365.184, -0.557601
2.783, 0.705404, 364.451, -365.008, -0.557601
2.784, 0.704764, 364.266, -364.823, -0.557601
2.785, 0.704094, 364.072, -364.63, -0.5576
2.786, 0.7034, 363.871, -364.429, -0.5576
2.787, 0.702686, 363.665, -364.223, -0.5576
2.788, 0.701959, 363.455, -364.012, -0.557599
2.789, 0.701225, 363.242, -363.8, -0.557599
2.79, 0.700489, 363.03, -363.587, -0.557598
2.791, 0.69976, 362.819, -363.377, -0.557598
2.792, 0.699045, 362.612, -363.17, -0.557597
2.793, 0.69835, 362.411, -362.969, -0.557597
2.794, 0.697682, 362.218, -362.776, -0.557597
2.795, 0.69705, 362.035, -362.593, -0.557596
2.796, 0.696459, 361.864, -362.422, -0.557596
2.797, 0.695916, 361.707, -362.265, -0.557595
2.798, 0.695428, 361.566, -362.124, -0.557595
2.799, 0.694998, 361.442, -361.999, -0.557595
2.8, 0.694632, 361.336, -361.893, -0.557594
2.801, 0.694333, 361.249, -361.807, -0.557594
2.802, 0.694103, 361.183, -361.741, -0.557594
2.803, 0.693945, 361.137, -361.695, -0.557594
2.804, 0.693858, 361.112, -361.67, -0.557594
2.805, 0.693843, 361.108, -361.665, -0.557594
2.806, 0.693897, 361.123, -361.681, -0.557594
2.807, 0.694018, 361.158, -361.716, -0.557595
2.808, 0.694202, 361.212, -361.769, -0.557595
2.809, 0.694446, 361.282, -361.84, -0.557595
2.81, 0.694744, 361.368, -361.926, -0.557595
2.811, 0.69509, 361.469, -362.026, -0.557596
2.812, 0.695479, 361.581, -362.139, -0.557596
2.813, 0.695905, 361.704, -362.262, -0.557597
2.814, 0.69636, 361.836, -362.394, -0.557597
2.815, 0.696839, 361.975, -362.532, -0.557597
2.816, 0.697336, 362.118, -362.676, -0.557598
2.817, 0.697843, 362.265, -362.822, -0.557598
2.818, 0.698355, 362.413, -362.971, -0.557598
2.819, 0.698868, 362.561, -363.119, -0.557599
2.82, 0.699377, 362.708, -363.266, -0.557599
2.821, 0.699876, 362.853, -363.41, -0.557599
2.822, 0.700364, 362.994, -363.551, -0.557599
2.823, 0.700837, 363.131, -363.688, -0.557599
2.824, 0.701293, 363.262, -363.82, -0.557599
2.825, 0.701732, 363.389, -363.947, -0.557599
2.826, 0.702152, 363.51, -364.068, -0.557599
2.827, 0.702553, 363.626, -364.184, -0.557599
2.828, 0.702937, 363.737, -364.295, -0.557599
2.829, 0.703304, 363.843, -364.401, -0.557599
2.83, 0.703657, 363.945, -364.503, -0.557599
2.831, 0.703998, 364.044, -364.601, -0.557598
2.832, 0.70433, 364.14, -364.697, -0.557598
2.833, 0.704656, 364.234, -364.791, -0.557598
2.834, 0.70498, 364.327, -364.885, -0.557597
2.835, 0.705305, 364.421, -364.979, -0.557597
2.836, 0.705636, 364.517, -365.074, -0.557597
2.837, 0.705976, 364.615, -365.172, -0.557596
2.838, 0.706329, 364.717, -365.274, -0.557596
2.839, 0.706699, 364.824, -365.381, -0.557596
2.84, 0.70709, 364.937, -365.494, -0.557596
2.841, 0.707506, 365.057, -365.614, -0.557595
2.842, 0.70795, 365.185, -365.742, -0.557595
2.843, 0.708425, 365.322, -365.88, -0.557595
2.844, 0.708933, 365.469, -366.027, -0.557595
2.845, 0.709479, 365.627, -366.184, -0.557594
2.846, 0.710062, 365.795, -366.353, -0.557594
2.847, 0.710685, 365.975, -366.533, -0.557594
2.848, 0.711349, 366.167, -366.725, -0.557594
2.849, 0.712055, 366.371, -366.929, -0.557594
2.85, 0.712804, 366.587, -367.145, -0.557594
2.851, 0.713594, 366.816, -367.373, -0.557594
2.852, 0.714426, 367.056, -367.614, -0.557594
2.853, 0.715298, 367.308, -367.866, -0.557594
2.854, 0.716211, 367.572, -368.13, -0.557594
2.855, 0.717161, 367.847, -368.404, -0.557594
2.856, 0.718147, 368.132, -368.689, -0.557594
2.857, 0.719168, 368.427, -368.984, -0.557594
2.858, 0.720221, 368.731, -369.289, -0.557594
2.859, 0.721303, 369.044, -369.601, -0.557595
2.86, 0.722412, 369.364, -369.922, -0.557595
2.861, 0.723546, 369.692, -370.25, -0.557595
2.862, 0.724701, 370.026, -370.584, -0.557595
2.863, 0.725875, 370.365, -370.923, -0.557595
2.864, 0.727065, 370.709, -371.267, -0.557595
2.865, 0.728268, 371.057, -371.614, -0.557595
2.866, 0.729481, 371.407, -371.965, -0.557596
2.867, 0.730701, 371.76, -372.318, -0.557596
2.868, 0.731926, 372.114, -372.672, -0.557596
2.869, 0.733153, 372.469, -373.027, -0.557596
2.87, 0.73438, 372.823, -373.381, -0.557596
2.871, 0.735603, 373.177, -373.734, -0.557596
2.872, 0.73682, 373.529, -374.086, -0.557596
2.873, 0.738029, 373.878, -374.436, -0.557596
2.874, 0.739229, 374.225, -374.782, -0.557597
2.875, 0.740415, 374.568, -375.125, -0.557597
2.876, 0.741588, 374.907, -375.464, -0.557597
2.877, 0.742743, 375.241, -375.798, -0.557597
2.878, 0.743881, 375.57, -376.127, -0.557597
2.879, 0.744998, 375.892, -376.45, -0.557597
2.88, 0.746094, 376.209, -376.767, -0.557597
2.881, 0.747167, 376.519, -377.077, -0.557597
2.882, 0.748214, 376.822, -377.38, -0.557597
2.883, 0.749236, 377.117, -377.675, -0.557597
2.884, 0.75023, 377.404, -377.962, -0.557597
2.885, 0.751195, 377.683, -378.241, -0.557597
2.886, 0.75213, 377.954, -378.511, -0.557597
2.887, 0.753035, 378.215, -378.773, -0.557597
2.888, 0.753907, 378.467, -379.025, -0.557598
2.889, 0.754746, 378.71, -379.267, -0.557598
2.89, 0.755551, 378.942, -379.5, -0.557598
2.891, 0.756322, 379.165, -379.723, -0.557598
2.892, 0.757057, 379.378, -379.935, -0.557598
2.893, 0.757756, 379.58, -380.137, -0.557598
2.894, 0.758418, 379.771, -380.329, -0.557598
2.895, 0.759043, 379.952, -380.509, -0.557598
2.896, 0.75963, 380.121, -380.679, -0.557598
2.897, 0.760179, 380.28, -380.837, -0.557598
2.898, 0.760689, 380.427, -380.985, -0.557598
2.899, 0.76116, 380.563, -381.121, -0.557598
2.9, 0.761592, 380.688, -381.246, -0.557598
2.901, 0.761984, 380.802, -381.359, -0.557598
2.902, 0.762337, 380.904, -381.461, -0.557598
2.903, 0.762651, 380.994, -381.552, -0.557598
2.904, 0.762926, 381.074, -381.631, -0.557598
2.905, 0.763162, 381.142, -381.699, -0.557598
2.906, 0.763358, 381.199, -381.756, -0.557598
2.907, 0.763517, 381.245, -381.802, -0.557598
2.908, 0.763638, 381.279, -381.837, -0.557598
2.909, 0.763721, 381.304, -381.861, -0.557598
2.91, 0.763768, 381.317, -381.875, -0.557598
2.911, 0.763779, 381.32, -381.878, -0.557598
2.912, 0.763755, 381.313, -381.871, -0.557597
2.913, 0.763697, 381.296, -381.854, -0.557597
2.914, 0.763606, 381.27, -381.828, -0.557597
2.915, 0.763483, 381.235, -381.792, -0.557597
2.916, 0.76333, 381.19, -381.748, -0.557597
2.917, 0.763147, 381.137, -381.695, -0.557597
2.918, 0.762936, 381.077, -381.634, -0.557597
2.919, 0.762699, 381.008, -381.566, -0.557597
2.92, 0.762437, 380.932, -381.49, -0.557597
2.921, 0.762151, 380.85, -381.407, -0.557597
2.922, 0.761843, 380.761, -381.318, -0.557597
2.923, 0.761515, 380.666, -381.223, -0.557597
2.924, 0.761168, 380.565, -381.123, -0.557597
2.925, 0.760803, 380.46, -381.018, -0.557596
2.926, 0.760423, 380.35, -380.907, -0.557596
2.927, 0.760028, 380.236, -380.793, -0.557596
2.928, 0.759619, 380.118, -380.675, -0.557596
2.929, 0.7592, 379.996, -380.554, -0.557596
2.93, 0.758769, 379.872, -380.43, -0.557596
2.931, 0.75833, 379.745, -380.303, -0.557596
2.932, 0.757882, 379.616, -380.173, -0.557596
2.933, 0.757427, 379.484, -380.042, -0.557596
2.934, 0.756966, 379.351, -379.908, -0.557596
2.935, 0.756499, 379.216, -379.774, -0.557596
2.936, 0.756028, 379.08, -379.637, -0.557596
2.937, 0.755553, 378.942, -379.5, -0.557596
2.938, 0.755073, 378.804, -379.361, -0.557596
2.939, 0.754591, 378.664, -379.222, -0.557596
2.94, 0.754106, 378.524, -379.082, -0.557596
2.941, 0.753618, 378.383, -378.941, -0.557596
2.942, 0.753129, 378.242, -378.799, -0.557596
2.943, 0.752637, 378.1, -378.657, -0.557596
2.944, 0.752144, 377.957, -378.515, -0.557596
2.945, 0.75165, 377.814, -378.372, -0.557596
2.946, 0.751154, 377.671, -378.229, -0.557596
2.947, 0.750659, 377.528, -378.086, -0.557596
2.948, 0.750163, 377.385, -377.942, -0.557596
2.949, 0.749668, 377.242, -377.799, -0.557596
2.95, 0.749175, 377.099, -377.657, -0.557596
2.951, 0.748684, 376.957, -377.515, -0.557596
2.952, 0.748197, 376.816, -377.374, -0.557596
2.953, 0.747714, 376.677, -377.235, -0.557596
2.954, 0.747238, 376.539, -377.097, -0.557596
2.955, 0.746769, 376.404, -376.961, -0.557595
2.956, 0.746309, 376.271, -376.828, -0.557595
2.957, 0.74586, 376.141, -376.699, -0.557595
2.958, 0.745425, 376.015, -376.573, -0.557595
2.959, 0.745005, 375.894, -376.451, -0.557595
2.96, 0.744603, 375.778, -376.335, -0.557595
2.961, 0.74422, 375.667, -376.224, -0.557595
2.962, 0.74386, 375.563, -376.12, -0.557595
2.963, 0.743524, 375.466, -376.023, -0.557594
2.964, 0.743216, 375.376, -375.934, -0.557594
2.965, 0.742937, 375.296, -375.853, -0.557594
2.966, 0.742689, 375.224, -375.782, -0.557594
2.967, 0.742476, 375.163, -375.72, -0.557594
2.968, 0.742299, 375.111, -375.669, -0.557594
2.969, 0.742159, 375.071, -375.629, -0.557594
2.97, 0.74206, 375.042, -375.6, -0.557594
2.971, 0.742002, 375.025, -375.583, -0.557593
2.972, 0.741986, 375.021, -375.579, -0.557593
2.973, 0.742014, 375.029, -375.587, -0.557593
2.974, 0.742087, 375.05, -375.608, -0.557593
2.975, 0.742205, 375.084, -375.642, -0.557593
2.976, 0.742368, 375.131, -375.689, -0.557593
2.977, 0.742576, 375.191, -375.749, -0.557593
2.978, 0.742829, 375.264, -375.822, -0.557593
2.979, 0.743126, 375.35, -375.908, -0.557593
2.98, 0.743467, 375.449, -376.006, -0.557594
2.981, 0.74385, 375.56, -376.117, -0.557594
2.982, 0.744274, 375.682, -376.24, -0.557594
2.983, 0.744737, 375.816, -376.374, -0.557594
2.984, 0.745238, 375.961, -376.518, -0.557594
2.985, 0.745775, 376.116, -376.674, -0.557594
2.986, 0.746345, 376.281, -376.838, -0.557594
2.987, 0.746947, 376.455, -377.012, -0.557594
2.988, 0.747578, 376.637, -377.195, -0.557595
2.989, 0.748236, 376.827, -377.385, -0.557595
2.99, 0.748918, 377.025, -377.582, -0.557595
2.991, 0.749622, 377.228, -377.786, -0.557595
2.992, 0.750346, 377.437, -377.995, -0.557595
2.993, 0.751087, 377.652, -378.209, -0.557595
2.994, 0.751843, 377.87, -378.428, -0.557595
2.995, 0.752611, 378.092, -378.65, -0.557596
2.996, 0.75339, 378.317, -378.875, -0.557596
2.997, 0.754176, 378.544, -379.102, -0.557596
2.998, 0.754967, 378.773, -379.331, -0.557596
2.999, 0.755762, 379.003, -379.561, -0.557596
3, 0.756559, 379.233, -379.791, -0.557596
3.001, 0.757355, 379.463, -380.021, -0.557596
3.002, 0.758148, 379.693, -380.25, -0.557596
3.003, 0.758937, 379.921, -380.478, -0.557597
3.004, 0.75972, 380.147, -380.704, -0.557597
3.005, 0.760494, 380.371, -380.928, -0.557597
3.006, 0.761259, 380.592, -381.149, -0.557597
3.007, 0.762012, 380.809, -381.367, -0.557597
3.008, 0.762752, 381.023, -381.581, -0.557597
3.009, 0.763477, 381.233, -381.791, -0.557597
3.01, 0.764186, 381.438, -381.995, -0.557597
3.011, 0.764877, 381.637, -382.195, -0.557597
3.012, 0.765548, 381.831, -382.389, -0.557597
3.013, 0.766198, 382.019, -382.577, -0.557597
3.014, 0.766826, 382.201, -382.758, -0.557597
3.015, 0.76743, 382.375, -382.933, -0.557598
3.016, 0.768009, 382.543, -383.1, -0.557598
3.017, 0.768562, 382.703, -383.26, -0.557598
3.018, 0.769087, 382.854, -383.412, -0.557598
3.019, 0.769584, 382.998, -383.555, -0.557598
3.02, 0.77005, 383.133, -383.69, -0.557598
3.021, 0.770487, 383.259, -383.816, -0.557598
3.022, 0.770891, 383.376, -383.933, -0.557598
3.023, 0.771263, 383.483, -384.041, -0.557598
3.024, 0.771603, 383.581, -384.139, -0.557598
3.025, 0.771908, 383.67, -384.227, -0.557598
3.026, 0.77218, 383.748, -384.306, -0.557598
3.027, 0.772418, 383.817, -384.375, -0.557598
3.028, 0.772621, 383.876, -384.433, -0.557598
3.029, 0.77279, 383.925, -384.482, -0.557598
3.03, 0.772924, 383.963, -384.521, -0.557598
3.031, 0.773024, 383.992, -384.55, -0.557598
3.032, 0.77309, 384.011, -384.569, -0.557598
3.033, 0.773123, 384.021, -384.578, -0.557598
3.034, 0.773122, 384.021, -384.578, -0.557598
3.035, 0.773089, 384.011, -384.569, -0.557598
3.036, 0.773024, 383.992, -384.55, -0.557598
3.037, 0.772929, 383.965, -384.522, -0.557598
3.038, 0.772804, 383.928, -384.486, -0.557598
3.039, 0.77265, 383.884, -384.442, -0.557598
3.04, 0.772468, 383.831, -384.389, -0.557598
3.041, 0.77226, 383.771, -384.329, -0.557598
3.042, 0.772026, 383.704, -384.261, -0.557598
3.043, 0.771769, 383.629, -384.187, -0.557598
3.044, 0.77149, 383.549, -384.106, -0.557597
3.045, 0.77119, 383.462, -384.02, -0.557597
3.046, 0.770871, 383.37, -383.927, -0.557597
3.047, 0.770535, 383.273, -383.83, -0.557597
3.048, 0.770183, 383.171, -383.728, -0.557597
3.049, 0.769817, 383.065, -383.623, -0.557597
3.05, 0.769439, 382.956, -383.513, -0.557597
